Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
145885,Lightning Charging Cable,1,14.95,01/03/19 14:17,"579 12th St, San Francisco, CA 94016"
145886,Lightning Charging Cable,1,14.95,01/05/19 02:55,"806 6th St, Los Angeles, CA 90001"
145887,20in Monitor,1,109.99,01/26/19 19:39,"378 Hill St, San Francisco, CA 94016"
145888,27in FHD Monitor,1,149.99,01/28/19 14:47,"921 Meadow St, Los Angeles, CA 90001"
145889,Bose SoundSport Headphones,1,99.99,01/09/19 09:12,"19 Hickory St, Atlanta, GA 30301"
145890,27in FHD Monitor,1,149.99,01/03/19 08:45,"352 Adams St, Los Angeles, CA 90001"
145891,AA Batteries (4-pack),1,3.84,01/28/19 13:25,"621 Jefferson St, Boston, MA 02215"
145892,Wired Headphones,1,11.99,01/18/19 13:32,"686 11th St, Boston, MA 02215"
145893,Lightning Charging Cable,1,14.95,01/22/19 20:38,"745 Adams St, San Francisco, CA 94016"
145894,AA Batteries (4-pack),1,3.84,01/23/19 21:31,"235 Johnson St, San Francisco, CA 94016"
145895,27in 4K Gaming Monitor,1,389.99,01/27/19 19:42,"954 8th St, Boston, MA 02215"
145896,AAA Batteries (4-pack),2,2.99,01/27/19 21:43,"195 Adams St, Los Angeles, CA 90001"
145897,Wired Headphones,1,11.99,01/22/19 09:14,"85 Park St, San Francisco, CA 94016"
145898,AA Batteries (4-pack),2,3.84,01/06/19 18:23,"710 Hickory St, San Francisco, CA 94016"
145899,20in Monitor,1,109.99,01/10/19 20:16,"724 Johnson St, Seattle, WA 98101"
145900,Lightning Charging Cable,1,14.95,01/17/19 06:16,"315 South St, Los Angeles, CA 90001"
145901,27in 4K Gaming Monitor,1,389.99,01/16/19 17:54,"101 Walnut St, Portland, OR 97035"
145902,ThinkPad Laptop,1,999.99,01/19/19 12:05,"880 Walnut St, San Francisco, CA 94016"
145903,USB-C Charging Cable,1,11.95,01/19/19 21:47,"525 Ridge St, San Francisco, CA 94016"
145904,USB-C Charging Cable,1,11.95,01/19/19 12:38,"109 Lakeview St, New York City, NY 10001"
145905,Apple Airpods Headphones,1,150,01/22/19 17:45,"186 10th St, Seattle, WA 98101"
145906,AAA Batteries (4-pack),1,2.99,01/08/19 13:22,"257 Willow St, Atlanta, GA 30301"
145907,Wired Headphones,1,11.99,01/19/19 13:07,"668 9th St, San Francisco, CA 94016"
145908,20in Monitor,1,109.99,01/31/19 16:39,"606 11th St, Atlanta, GA 30301"
145909,AAA Batteries (4-pack),1,2.99,01/01/19 18:27,"78 River St, Los Angeles, CA 90001"
145910,34in Ultrawide Monitor,1,379.99,01/11/19 09:45,"335 North St, San Francisco, CA 94016"
145911,20in Monitor,1,109.99,01/05/19 18:10,"685 Jackson St, Seattle, WA 98101"
145912,27in FHD Monitor,1,149.99,01/10/19 11:12,"996 Dogwood St, Los Angeles, CA 90001"
145913,34in Ultrawide Monitor,1,379.99,01/29/19 08:26,"608 Johnson St, Los Angeles, CA 90001"
145914,USB-C Charging Cable,1,11.95,01/09/19 11:47,"203 Maple St, Austin, TX 73301"
145915,AA Batteries (4-pack),2,3.84,01/02/19 12:16,"395 1st St, San Francisco, CA 94016"
145916,20in Monitor,1,109.99,01/18/19 13:35,"411 River St, Portland, OR 97035"
145917,AAA Batteries (4-pack),1,2.99,01/09/19 16:58,"641 Lincoln St, Los Angeles, CA 90001"
145918,Google Phone,1,600,01/12/19 23:33,"59 Willow St, San Francisco, CA 94016"
145919,AAA Batteries (4-pack),1,2.99,01/20/19 12:15,"513 River St, Dallas, TX 75001"
145920,USB-C Charging Cable,1,11.95,01/20/19 23:22,"35 1st St, San Francisco, CA 94016"
145921,Wired Headphones,1,11.99,01/19/19 14:57,"246 Church St, New York City, NY 10001"
145922,iPhone,1,700,01/04/19 18:09,"738 Highland St, New York City, NY 10001"
145923,Lightning Charging Cable,1,14.95,01/11/19 16:26,"644 Adams St, Austin, TX 73301"
145924,20in Monitor,1,109.99,01/07/19 17:34,"916 Walnut St, New York City, NY 10001"
145925,Apple Airpods Headphones,1,150,01/07/19 13:26,"293 4th St, Boston, MA 02215"
145926,AA Batteries (4-pack),1,3.84,01/14/19 12:55,"553 Willow St, Boston, MA 02215"
145927,Apple Airpods Headphones,1,150,01/07/19 18:23,"715 11th St, Dallas, TX 75001"
145928,27in 4K Gaming Monitor,1,389.99,01/21/19 10:18,"520 Jackson St, San Francisco, CA 94016"
145929,Apple Airpods Headphones,1,150,01/29/19 02:27,"406 Spruce St, San Francisco, CA 94016"
145930,Bose SoundSport Headphones,1,99.99,01/28/19 20:53,"474 5th St, Atlanta, GA 30301"
145931,27in FHD Monitor,1,149.99,01/18/19 14:57,"620 Meadow St, Dallas, TX 75001"
145932,Apple Airpods Headphones,1,150,01/05/19 10:27,"623 Church St, Boston, MA 02215"
145933,AAA Batteries (4-pack),3,2.99,01/28/19 10:42,"209 Walnut St, Seattle, WA 98101"
145934,Bose SoundSport Headphones,1,99.99,01/13/19 11:39,"825 Sunset St, San Francisco, CA 94016"
145935,34in Ultrawide Monitor,1,379.99,01/07/19 21:03,"512 Elm St, San Francisco, CA 94016"
145936,Wired Headphones,1,11.99,01/06/19 20:19,"967 2nd St, Los Angeles, CA 90001"
145937,AA Batteries (4-pack),3,3.84,01/10/19 16:08,"342 Pine St, San Francisco, CA 94016"
145938,LG Washing Machine,1,600.0,01/29/19 18:57,"751 North St, Atlanta, GA 30301"
145939,Wired Headphones,1,11.99,01/03/19 17:03,"403 Sunset St, Portland, OR 97035"
145940,Wired Headphones,1,11.99,01/09/19 23:19,"205 Lake St, Atlanta, GA 30301"
145941,LG Washing Machine,1,600.0,01/12/19 17:29,"447 Wilson St, Portland, OR 97035"
145942,Wired Headphones,1,11.99,01/13/19 10:40,"239 10th St, San Francisco, CA 94016"
145943,Google Phone,1,600,01/11/19 11:01,"255 Elm St, Boston, MA 02215"
145944,AA Batteries (4-pack),2,3.84,01/13/19 12:04,"12 River St, New York City, NY 10001"
145945,Wired Headphones,1,11.99,01/11/19 18:40,"21 12th St, San Francisco, CA 94016"
145946,34in Ultrawide Monitor,1,379.99,01/11/19 01:19,"850 Ridge St, Boston, MA 02215"
145947,USB-C Charging Cable,1,11.95,01/06/19 22:01,"223 14th St, Austin, TX 73301"
145948,Flatscreen TV,1,300,01/20/19 17:41,"298 Willow St, Boston, MA 02215"
145949,34in Ultrawide Monitor,1,379.99,01/13/19 09:39,"640 Meadow St, Los Angeles, CA 90001"
145950,AAA Batteries (4-pack),4,2.99,01/14/19 17:29,"996 Ridge St, San Francisco, CA 94016"
145951,AAA Batteries (4-pack),1,2.99,01/12/19 08:07,"43 Maple St, Seattle, WA 98101"
145952,Bose SoundSport Headphones,1,99.99,01/01/19 16:13,"766 Jackson St, Dallas, TX 75001"
145953,Apple Airpods Headphones,1,150,01/26/19 13:17,"192 5th St, Los Angeles, CA 90001"
145954,Macbook Pro Laptop,1,1700,01/17/19 09:39,"548 Chestnut St, New York City, NY 10001"
145955,USB-C Charging Cable,1,11.95,01/17/19 11:00,"270 5th St, Portland, OR 97035"
,,,,,
145956,20in Monitor,1,109.99,01/24/19 14:10,"477 Washington St, Portland, OR 97035"
145957,AAA Batteries (4-pack),1,2.99,01/03/19 14:21,"235 Highland St, Seattle, WA 98101"
145958,Macbook Pro Laptop,1,1700,01/21/19 22:29,"353 6th St, Boston, MA 02215"
145959,Lightning Charging Cable,1,14.95,01/21/19 13:49,"87 Washington St, Portland, OR 97035"
145960,AA Batteries (4-pack),1,3.84,01/07/19 19:31,"781 Willow St, Seattle, WA 98101"
145961,AA Batteries (4-pack),1,3.84,01/01/19 15:38,"201 Lakeview St, Dallas, TX 75001"
145962,34in Ultrawide Monitor,1,379.99,01/07/19 08:55,"530 Main St, Atlanta, GA 30301"
145963,27in FHD Monitor,1,149.99,01/06/19 18:26,"343 Spruce St, Los Angeles, CA 90001"
145964,Apple Airpods Headphones,1,150,01/11/19 22:42,"884 Maple St, San Francisco, CA 94016"
145965,Lightning Charging Cable,1,14.95,01/07/19 15:54,"945 2nd St, San Francisco, CA 94016"
145966,Bose SoundSport Headphones,1,99.99,01/12/19 14:53,"814 5th St, Atlanta, GA 30301"
145967,Lightning Charging Cable,3,14.95,01/15/19 09:02,"144 8th St, San Francisco, CA 94016"
145968,27in FHD Monitor,1,149.99,01/01/19 19:54,"277 11th St, Austin, TX 73301"
145969,Lightning Charging Cable,1,14.95,01/14/19 18:17,"579 Meadow St, New York City, NY 10001"
145970,34in Ultrawide Monitor,1,379.99,01/18/19 16:08,"877 Lake St, New York City, NY 10001"
145971,AAA Batteries (4-pack),2,2.99,01/26/19 19:57,"147 Maple St, Boston, MA 02215"
145972,Lightning Charging Cable,1,14.95,01/16/19 16:47,"465 Lakeview St, San Francisco, CA 94016"
145973,USB-C Charging Cable,1,11.95,01/06/19 17:19,"79 Hickory St, San Francisco, CA 94016"
145974,Lightning Charging Cable,1,14.95,01/14/19 21:14,"135 Adams St, Los Angeles, CA 90001"
145975,Wired Headphones,1,11.99,01/31/19 19:21,"611 Jackson St, Portland, OR 97035"
145976,AA Batteries (4-pack),1,3.84,01/01/19 14:57,"186 Forest St, Dallas, TX 75001"
145977,Lightning Charging Cable,1,14.95,01/07/19 18:30,"424 Madison St, Los Angeles, CA 90001"
145978,AAA Batteries (4-pack),3,2.99,01/31/19 14:51,"721 North St, Portland, OR 97035"
145979,AAA Batteries (4-pack),1,2.99,01/01/19 15:56,"589 Hill St, New York City, NY 10001"
145980,USB-C Charging Cable,1,11.95,01/29/19 00:58,"590 River St, San Francisco, CA 94016"
145981,34in Ultrawide Monitor,1,379.99,01/30/19 17:36,"85 West St, New York City, NY 10001"
145982,AAA Batteries (4-pack),1,2.99,01/15/19 00:17,"529 Pine St, Austin, TX 73301"
145983,27in 4K Gaming Monitor,1,389.99,01/11/19 23:32,"726 Sunset St, Atlanta, GA 30301"
145984,AAA Batteries (4-pack),3,2.99,01/31/19 15:19,"730 Cherry St, San Francisco, CA 94016"
145985,USB-C Charging Cable,1,11.95,01/15/19 21:29,"868 Highland St, San Francisco, CA 94016"
145986,AAA Batteries (4-pack),1,2.99,01/08/19 12:59,"721 Johnson St, Los Angeles, CA 90001"
145987,AA Batteries (4-pack),1,3.84,01/04/19 21:57,"323 Center St, Boston, MA 02215"
145988,Lightning Charging Cable,1,14.95,01/24/19 00:52,"848 Madison St, San Francisco, CA 94016"
145989,AA Batteries (4-pack),1,3.84,01/28/19 08:35,"952 14th St, New York City, NY 10001"
145990,Flatscreen TV,1,300,01/10/19 17:52,"221 Church St, San Francisco, CA 94016"
145991,AA Batteries (4-pack),1,3.84,01/20/19 19:47,"331 Ridge St, Portland, OR 97035"
145992,Lightning Charging Cable,1,14.95,01/21/19 09:10,"694 10th St, San Francisco, CA 94016"
145993,Apple Airpods Headphones,1,150,01/25/19 20:25,"682 Hill St, Dallas, TX 75001"
145994,USB-C Charging Cable,1,11.95,01/05/19 14:25,"22 Madison St, San Francisco, CA 94016"
145995,Wired Headphones,1,11.99,01/24/19 16:38,"472 Cherry St, Seattle, WA 98101"
145996,USB-C Charging Cable,1,11.95,01/27/19 20:53,"166 West St, San Francisco, CA 94016"
145997,AAA Batteries (4-pack),3,2.99,01/31/19 13:16,"174 Wilson St, Dallas, TX 75001"
145998,USB-C Charging Cable,1,11.95,01/03/19 13:10,"506 Wilson St, Los Angeles, CA 90001"
145999,Wired Headphones,1,11.99,01/20/19 19:23,"890 9th St, Austin, TX 73301"
146000,AA Batteries (4-pack),1,3.84,01/26/19 10:12,"492 Adams St, Boston, MA 02215"
146001,27in 4K Gaming Monitor,1,389.99,01/28/19 17:47,"837 Hickory St, Los Angeles, CA 90001"
146002,AAA Batteries (4-pack),1,2.99,01/22/19 18:19,"11 Lincoln St, New York City, NY 10001"
146003,AAA Batteries (4-pack),2,2.99,01/11/19 10:57,"152 Pine St, Boston, MA 02215"
146004,Wired Headphones,1,11.99,01/27/19 09:46,"168 Cedar St, New York City, NY 10001"
146005,iPhone,1,700,01/06/19 20:39,"41 Dogwood St, Seattle, WA 98101"
146006,AA Batteries (4-pack),1,3.84,01/27/19 17:19,"439 Main St, Atlanta, GA 30301"
146007,27in 4K Gaming Monitor,1,389.99,01/02/19 16:47,"774 Dogwood St, San Francisco, CA 94016"
146008,AAA Batteries (4-pack),1,2.99,01/05/19 01:07,"294 11th St, San Francisco, CA 94016"
146009,USB-C Charging Cable,1,11.95,01/13/19 17:32,"243 West St, San Francisco, CA 94016"
146010,Flatscreen TV,1,300,01/03/19 15:04,"72 River St, Portland, ME 04101"
146011,USB-C Charging Cable,1,11.95,01/07/19 21:10,"594 South St, Boston, MA 02215"
146012,Apple Airpods Headphones,1,150,01/20/19 13:37,"414 12th St, New York City, NY 10001"
146013,27in FHD Monitor,1,149.99,01/08/19 16:07,"189 North St, Austin, TX 73301"
146013,AAA Batteries (4-pack),2,2.99,01/08/19 16:07,"189 North St, Austin, TX 73301"
146014,Apple Airpods Headphones,1,150,01/26/19 20:55,"434 West St, San Francisco, CA 94016"
146015,AAA Batteries (4-pack),3,2.99,01/17/19 21:03,"726 Elm St, San Francisco, CA 94016"
146016,AAA Batteries (4-pack),1,2.99,01/07/19 22:20,"801 Church St, Los Angeles, CA 90001"
146017,Macbook Pro Laptop,1,1700,01/28/19 01:25,"769 River St, Portland, OR 97035"
146018,Wired Headphones,1,11.99,01/30/19 08:40,"176 Sunset St, San Francisco, CA 94016"
146019,Lightning Charging Cable,1,14.95,01/27/19 10:06,"240 Main St, Dallas, TX 75001"
146020,AA Batteries (4-pack),3,3.84,01/23/19 11:28,"58 Jackson St, Los Angeles, CA 90001"
146021,AAA Batteries (4-pack),2,2.99,01/10/19 04:11,"556 Wilson St, San Francisco, CA 94016"
146022,Lightning Charging Cable,1,14.95,01/05/19 09:47,"461 Church St, Atlanta, GA 30301"
146023,AA Batteries (4-pack),1,3.84,01/29/19 12:00,"252 Jackson St, New York City, NY 10001"
146024,Macbook Pro Laptop,1,1700,01/03/19 16:37,"344 Jackson St, Los Angeles, CA 90001"
146025,AA Batteries (4-pack),1,3.84,01/21/19 13:17,"792 North St, New York City, NY 10001"
146026,Lightning Charging Cable,1,14.95,01/26/19 11:15,"600 Ridge St, Portland, OR 97035"
146027,Apple Airpods Headphones,1,150,01/10/19 17:12,"914 Lakeview St, San Francisco, CA 94016"
146028,34in Ultrawide Monitor,1,379.99,01/12/19 18:01,"602 Forest St, San Francisco, CA 94016"
146029,27in 4K Gaming Monitor,1,389.99,01/07/19 21:42,"755 South St, Seattle, WA 98101"
146030,Google Phone,1,600,01/28/19 12:17,"442 9th St, San Francisco, CA 94016"
146031,27in 4K Gaming Monitor,1,389.99,01/21/19 11:34,"14 Wilson St, Los Angeles, CA 90001"
146032,AA Batteries (4-pack),1,3.84,01/24/19 17:36,"299 Highland St, Los Angeles, CA 90001"
146033,Lightning Charging Cable,2,14.95,01/04/19 10:30,"379 1st St, Dallas, TX 75001"
146034,AA Batteries (4-pack),1,3.84,01/21/19 19:03,"983 Jefferson St, San Francisco, CA 94016"
146035,Bose SoundSport Headphones,1,99.99,01/28/19 12:29,"306 Hickory St, Atlanta, GA 30301"
146036,27in 4K Gaming Monitor,1,389.99,01/14/19 19:47,"310 Spruce St, San Francisco, CA 94016"
146037,ThinkPad Laptop,1,999.99,01/18/19 17:39,"606 Johnson St, San Francisco, CA 94016"
146038,20in Monitor,1,109.99,01/18/19 11:35,"334 Meadow St, New York City, NY 10001"
146039,Bose SoundSport Headphones,1,99.99,01/14/19 15:26,"931 Lake St, Los Angeles, CA 90001"
146040,Lightning Charging Cable,1,14.95,01/21/19 01:13,"886 Hickory St, Dallas, TX 75001"
146041,Macbook Pro Laptop,1,1700,01/27/19 12:35,"777 7th St, San Francisco, CA 94016"
146042,USB-C Charging Cable,1,11.95,01/26/19 12:41,"521 Maple St, Atlanta, GA 30301"
146043,Lightning Charging Cable,1,14.95,01/12/19 17:33,"582 Spruce St, San Francisco, CA 94016"
146044,USB-C Charging Cable,1,11.95,01/16/19 20:51,"111 11th St, Los Angeles, CA 90001"
146045,AA Batteries (4-pack),1,3.84,01/06/19 10:22,"151 Cedar St, Los Angeles, CA 90001"
146046,AA Batteries (4-pack),1,3.84,01/20/19 07:21,"625 South St, Atlanta, GA 30301"
146047,Bose SoundSport Headphones,1,99.99,01/10/19 17:34,"227 West St, San Francisco, CA 94016"
146048,Lightning Charging Cable,1,14.95,01/03/19 17:57,"489 River St, Boston, MA 02215"
146049,Apple Airpods Headphones,1,150,01/12/19 04:17,"886 Hickory St, Boston, MA 02215"
146050,Lightning Charging Cable,1,14.95,01/18/19 19:22,"947 River St, Los Angeles, CA 90001"
146051,Wired Headphones,1,11.99,01/17/19 23:43,"64 Jefferson St, Portland, OR 97035"
146052,Apple Airpods Headphones,1,150,01/25/19 10:23,"280 14th St, New York City, NY 10001"
146053,Lightning Charging Cable,1,14.95,01/20/19 08:22,"130 Park St, Dallas, TX 75001"
146054,27in FHD Monitor,1,149.99,01/06/19 23:20,"805 9th St, Seattle, WA 98101"
146055,Apple Airpods Headphones,1,150,01/19/19 19:30,"144 14th St, Boston, MA 02215"
146056,USB-C Charging Cable,1,11.95,01/10/19 10:47,"607 North St, San Francisco, CA 94016"
146057,Bose SoundSport Headphones,1,99.99,01/07/19 15:40,"515 8th St, Austin, TX 73301"
146058,Apple Airpods Headphones,1,150,01/20/19 11:29,"57 Maple St, San Francisco, CA 94016"
146059,AA Batteries (4-pack),3,3.84,01/24/19 19:34,"987 Highland St, Dallas, TX 75001"
146060,ThinkPad Laptop,1,999.99,01/16/19 12:11,"438 Wilson St, Los Angeles, CA 90001"
146061,AA Batteries (4-pack),3,3.84,01/27/19 12:56,"65 Hill St, San Francisco, CA 94016"
146062,34in Ultrawide Monitor,1,379.99,01/06/19 11:26,"888 Hill St, New York City, NY 10001"
146063,AA Batteries (4-pack),1,3.84,01/29/19 00:05,"626 Center St, Portland, OR 97035"
146064,Lightning Charging Cable,2,14.95,01/12/19 22:11,"689 Pine St, San Francisco, CA 94016"
146065,Bose SoundSport Headphones,1,99.99,01/27/19 15:48,"927 Lakeview St, San Francisco, CA 94016"
146066,AA Batteries (4-pack),1,3.84,01/08/19 07:02,"83 Park St, New York City, NY 10001"
146067,AA Batteries (4-pack),1,3.84,01/16/19 19:19,"263 Jackson St, San Francisco, CA 94016"
146068,34in Ultrawide Monitor,1,379.99,01/03/19 00:40,"73 7th St, New York City, NY 10001"
146069,Apple Airpods Headphones,1,150,01/03/19 15:53,"301 Hill St, Austin, TX 73301"
146070,27in 4K Gaming Monitor,1,389.99,01/18/19 23:53,"317 7th St, New York City, NY 10001"
146071,Apple Airpods Headphones,1,150,01/30/19 14:32,"659 Washington St, Seattle, WA 98101"
146072,Lightning Charging Cable,1,14.95,01/14/19 15:54,"955 Hill St, Los Angeles, CA 90001"
146073,AA Batteries (4-pack),1,3.84,01/28/19 16:28,"715 North St, Atlanta, GA 30301"
146074,USB-C Charging Cable,1,11.95,01/05/19 21:47,"924 Sunset St, San Francisco, CA 94016"
146075,Apple Airpods Headphones,1,150,01/10/19 17:21,"127 Lakeview St, San Francisco, CA 94016"
146076,Lightning Charging Cable,1,14.95,01/28/19 22:13,"382 Lincoln St, Austin, TX 73301"
146077,Lightning Charging Cable,1,14.95,01/02/19 09:39,"817 Maple St, San Francisco, CA 94016"
146078,Google Phone,1,600,01/22/19 17:34,"239 Cherry St, Austin, TX 73301"
146079,Lightning Charging Cable,1,14.95,01/06/19 18:01,"267 Meadow St, Los Angeles, CA 90001"
146080,Macbook Pro Laptop,1,1700,01/02/19 16:00,"50 Church St, Seattle, WA 98101"
146081,Lightning Charging Cable,1,14.95,01/28/19 14:05,"64 North St, San Francisco, CA 94016"
146082,Apple Airpods Headphones,1,150,01/15/19 15:05,"960 Adams St, Los Angeles, CA 90001"
146083,AAA Batteries (4-pack),2,2.99,01/27/19 19:36,"309 Dogwood St, Boston, MA 02215"
146084,AAA Batteries (4-pack),1,2.99,01/05/19 11:27,"714 Jefferson St, Dallas, TX 75001"
146085,AAA Batteries (4-pack),2,2.99,01/10/19 19:08,"53 1st St, Seattle, WA 98101"
146086,27in FHD Monitor,1,149.99,01/04/19 11:01,"923 2nd St, Los Angeles, CA 90001"
146087,LG Washing Machine,1,600.0,01/16/19 20:39,"745 11th St, Los Angeles, CA 90001"
146088,USB-C Charging Cable,1,11.95,01/26/19 02:22,"15 11th St, Los Angeles, CA 90001"
146089,27in 4K Gaming Monitor,1,389.99,01/18/19 20:47,"482 Walnut St, Atlanta, GA 30301"
146090,Wired Headphones,1,11.99,01/25/19 12:33,"377 Sunset St, Los Angeles, CA 90001"
146091,ThinkPad Laptop,1,999.99,01/23/19 21:12,"309 7th St, Dallas, TX 75001"
146092,Vareebadd Phone,1,400,01/25/19 20:20,"744 Lakeview St, Atlanta, GA 30301"
146093,AAA Batteries (4-pack),2,2.99,01/12/19 21:51,"177 River St, New York City, NY 10001"
146094,Lightning Charging Cable,1,14.95,01/07/19 19:26,"505 Jackson St, Portland, OR 97035"
146095,AA Batteries (4-pack),2,3.84,01/04/19 09:17,"949 13th St, Seattle, WA 98101"
146096,Lightning Charging Cable,1,14.95,01/28/19 22:52,"527 Park St, Dallas, TX 75001"
146097,Lightning Charging Cable,1,14.95,01/01/19 16:22,"618 Jefferson St, Austin, TX 73301"
146098,AA Batteries (4-pack),1,3.84,01/02/19 15:46,"704 8th St, Seattle, WA 98101"
146099,Bose SoundSport Headphones,1,99.99,01/24/19 09:26,"744 Walnut St, San Francisco, CA 94016"
146100,Flatscreen TV,1,300,01/28/19 18:00,"73 West St, New York City, NY 10001"
146101,Apple Airpods Headphones,1,150,01/23/19 08:39,"252 12th St, San Francisco, CA 94016"
146102,LG Dryer,1,600.0,01/25/19 19:37,"503 8th St, Dallas, TX 75001"
146103,Lightning Charging Cable,1,14.95,01/17/19 08:31,"370 1st St, Portland, OR 97035"
146104,Wired Headphones,1,11.99,01/31/19 22:47,"600 Washington St, San Francisco, CA 94016"
146105,Lightning Charging Cable,1,14.95,01/17/19 19:26,"308 1st St, Seattle, WA 98101"
146106,USB-C Charging Cable,1,11.95,01/14/19 12:40,"798 2nd St, San Francisco, CA 94016"
146107,Wired Headphones,1,11.99,01/02/19 22:18,"316 Washington St, Portland, OR 97035"
146107,Lightning Charging Cable,1,14.95,01/02/19 22:18,"316 Washington St, Portland, OR 97035"
146108,AA Batteries (4-pack),1,3.84,01/02/19 09:15,"414 2nd St, New York City, NY 10001"
146109,34in Ultrawide Monitor,1,379.99,01/11/19 13:40,"789 Jackson St, San Francisco, CA 94016"
146110,USB-C Charging Cable,1,11.95,01/17/19 01:17,"982 Meadow St, New York City, NY 10001"
146111,USB-C Charging Cable,1,11.95,01/31/19 12:15,"956 Lakeview St, Los Angeles, CA 90001"
146112,AA Batteries (4-pack),1,3.84,01/18/19 12:23,"365 Forest St, Atlanta, GA 30301"
146113,AA Batteries (4-pack),2,3.84,01/25/19 06:31,"345 Park St, San Francisco, CA 94016"
146114,AA Batteries (4-pack),1,3.84,01/09/19 18:48,"563 Cherry St, Atlanta, GA 30301"
146115,USB-C Charging Cable,1,11.95,01/17/19 17:59,"166 Washington St, Los Angeles, CA 90001"
146116,AAA Batteries (4-pack),1,2.99,01/26/19 20:20,"918 Walnut St, Portland, OR 97035"
146117,iPhone,1,700,01/17/19 21:22,"398 Cherry St, Boston, MA 02215"
146118,AA Batteries (4-pack),2,3.84,01/07/19 16:59,"956 14th St, Austin, TX 73301"
146119,27in 4K Gaming Monitor,1,389.99,01/27/19 15:21,"787 Hill St, New York City, NY 10001"
146120,iPhone,1,700,01/10/19 15:22,"405 Cherry St, Seattle, WA 98101"
146121,Flatscreen TV,1,300,01/21/19 21:39,"490 North St, New York City, NY 10001"
146122,ThinkPad Laptop,1,999.99,01/15/19 15:15,"796 Ridge St, San Francisco, CA 94016"
146123,Vareebadd Phone,1,400,01/18/19 20:17,"159 Meadow St, Los Angeles, CA 90001"
146124,ThinkPad Laptop,1,999.99,01/12/19 01:47,"127 Pine St, New York City, NY 10001"
146125,27in FHD Monitor,1,149.99,01/27/19 17:45,"399 1st St, Los Angeles, CA 90001"
146126,Bose SoundSport Headphones,1,99.99,01/24/19 17:33,"620 10th St, Boston, MA 02215"
146127,Wired Headphones,2,11.99,01/21/19 15:32,"462 Madison St, Portland, OR 97035"
146128,34in Ultrawide Monitor,1,379.99,01/24/19 16:21,"592 Jackson St, New York City, NY 10001"
146129,Lightning Charging Cable,1,14.95,01/28/19 16:09,"710 South St, New York City, NY 10001"
146130,Wired Headphones,1,11.99,01/16/19 09:22,"563 Washington St, New York City, NY 10001"
146131,Apple Airpods Headphones,1,150,01/04/19 13:56,"111 7th St, Portland, OR 97035"
146132,AA Batteries (4-pack),1,3.84,01/14/19 21:21,"767 Lincoln St, Los Angeles, CA 90001"
146133,Wired Headphones,1,11.99,01/14/19 20:37,"83 Wilson St, San Francisco, CA 94016"
146134,Lightning Charging Cable,1,14.95,01/21/19 15:48,"296 14th St, Los Angeles, CA 90001"
146135,Apple Airpods Headphones,1,150,01/14/19 19:49,"615 5th St, Austin, TX 73301"
146136,USB-C Charging Cable,1,11.95,01/31/19 21:36,"306 Forest St, San Francisco, CA 94016"
146137,Apple Airpods Headphones,1,150,01/22/19 11:51,"856 9th St, Portland, OR 97035"
146138,AAA Batteries (4-pack),1,2.99,01/29/19 13:58,"697 Cedar St, Dallas, TX 75001"
146139,AA Batteries (4-pack),1,3.84,01/17/19 00:39,"891 6th St, New York City, NY 10001"
146140,AA Batteries (4-pack),1,3.84,01/05/19 05:42,"541 Spruce St, New York City, NY 10001"
146141,USB-C Charging Cable,1,11.95,01/14/19 14:51,"694 Highland St, Dallas, TX 75001"
146142,Wired Headphones,1,11.99,01/31/19 08:43,"577 13th St, San Francisco, CA 94016"
146143,AA Batteries (4-pack),2,3.84,01/20/19 16:43,"978 Maple St, Portland, OR 97035"
146144,AA Batteries (4-pack),2,3.84,01/03/19 11:35,"364 Ridge St, Dallas, TX 75001"
146145,USB-C Charging Cable,1,11.95,01/02/19 21:17,"715 North St, Atlanta, GA 30301"
146146,20in Monitor,1,109.99,01/18/19 17:35,"5 2nd St, San Francisco, CA 94016"
146146,Google Phone,1,600,01/18/19 17:35,"5 2nd St, San Francisco, CA 94016"
146147,Apple Airpods Headphones,1,150,01/26/19 08:14,"289 River St, Portland, ME 04101"
146148,Flatscreen TV,1,300,01/24/19 20:55,"336 Church St, New York City, NY 10001"
146149,USB-C Charging Cable,2,11.95,01/11/19 14:27,"740 9th St, San Francisco, CA 94016"
146150,AA Batteries (4-pack),2,3.84,01/12/19 20:52,"345 Wilson St, Atlanta, GA 30301"
146151,AAA Batteries (4-pack),2,2.99,01/22/19 16:53,"654 Cedar St, Boston, MA 02215"
146152,27in FHD Monitor,1,149.99,01/19/19 13:58,"77 Jefferson St, Boston, MA 02215"
146153,iPhone,1,700,01/23/19 23:04,"885 Forest St, Dallas, TX 75001"
146154,USB-C Charging Cable,1,11.95,01/18/19 10:37,"496 9th St, San Francisco, CA 94016"
146155,Macbook Pro Laptop,1,1700,01/18/19 05:17,"419 Main St, Los Angeles, CA 90001"
146156,AAA Batteries (4-pack),2,2.99,01/12/19 10:29,"917 North St, San Francisco, CA 94016"
146156,AAA Batteries (4-pack),1,2.99,01/12/19 10:29,"917 North St, San Francisco, CA 94016"
146157,AA Batteries (4-pack),1,3.84,01/24/19 20:01,"772 Center St, New York City, NY 10001"
146158,AA Batteries (4-pack),1,3.84,01/29/19 11:49,"808 Chestnut St, Seattle, WA 98101"
146159,Lightning Charging Cable,1,14.95,01/06/19 23:43,"103 South St, Seattle, WA 98101"
